0.00000000e+00	2.22032280e-04
1.00000000e-02	2.23628438e-04
2.00000000e-02	2.25262463e-04
3.00000000e-02	2.26911485e-04
4.00000000e-02	2.28553196e-04
5.00000000e-02	2.30197907e-04
6.00000000e-02	2.31843274e-04
7.00000000e-02	2.33485641e-04
8.00000000e-02	2.35147036e-04
9.00000000e-02	2.36805806e-04
1.00000000e-01	2.38476200e-04
1.10000000e-01	2.40148936e-04
1.20000000e-01	2.41829077e-04
1.30000000e-01	2.43484848e-04
1.40000000e-01	2.45140807e-04
1.50000000e-01	2.46753930e-04
1.60000000e-01	2.48347463e-04
1.70000000e-01	2.49877071e-04
1.80000000e-01	2.51363094e-04
1.90000000e-01	2.52782379e-04
2.00000000e-01	2.54188637e-04
2.10000000e-01	2.55562088e-04
2.20000000e-01	2.56934695e-04
2.30000000e-01	2.58252844e-04
2.40000000e-01	2.59545780e-04
2.50000000e-01	2.60757450e-04
2.60000000e-01	2.61918224e-04
2.70000000e-01	2.63134768e-04
2.80000000e-01	2.64567270e-04
2.90000000e-01	2.66309836e-04
3.00000000e-01	2.68426486e-04
3.10000000e-01	2.70885632e-04
3.20000000e-01	2.73704613e-04
3.30000000e-01	2.76830660e-04
3.40000000e-01	2.80255805e-04
3.50000000e-01	2.83780399e-04
3.60000000e-01	2.87047231e-04
3.70000000e-01	2.89623167e-04
3.80000000e-01	2.91365452e-04
3.90000000e-01	2.92282242e-04
4.00000000e-01	2.92671510e-04
4.10000000e-01	2.92946519e-04
4.20000000e-01	2.93788042e-04
4.30000000e-01	2.95692296e-04
4.40000000e-01	2.98896234e-04
4.50000000e-01	3.03190553e-04
4.60000000e-01	3.07963654e-04
4.70000000e-01	3.11949408e-04
4.80000000e-01	3.13872502e-04
4.90000000e-01	3.12957118e-04
5.00000000e-01	3.09323045e-04
5.10000000e-01	3.03552826e-04
5.20000000e-01	2.96428652e-04
5.30000000e-01	2.88416277e-04
5.40000000e-01	2.79628646e-04
5.50000000e-01	2.69761038e-04
5.60000000e-01	2.58391192e-04
5.70000000e-01	2.45077257e-04
5.80000000e-01	2.29892810e-04
5.90000000e-01	2.14913449e-04
6.00000000e-01	2.04903369e-04
6.10000000e-01	2.04395437e-04
6.20000000e-01	2.15395324e-04
6.30000000e-01	2.36794746e-04
6.40000000e-01	2.65455378e-04
6.50000000e-01	2.96594745e-04
6.60000000e-01	3.24415072e-04
6.70000000e-01	3.44358090e-04
6.80000000e-01	3.55301832e-04
6.90000000e-01	3.59330797e-04
7.00000000e-01	3.60248805e-04
7.10000000e-01	3.61486064e-04
7.20000000e-01	3.64986663e-04
7.30000000e-01	3.70771129e-04
7.40000000e-01	3.77238899e-04
7.50000000e-01	3.80830418e-04
7.60000000e-01	3.77814506e-04
7.70000000e-01	3.66237981e-04
7.80000000e-01	3.46588531e-04
7.90000000e-01	3.21053008e-04
8.00000000e-01	2.92221316e-04
8.10000000e-01	2.62609964e-04
8.20000000e-01	2.35765853e-04
8.30000000e-01	2.15074480e-04
8.40000000e-01	2.01951757e-04
8.50000000e-01	1.95388193e-04
8.60000000e-01	1.92721244e-04
8.70000000e-01	1.91066973e-04
8.80000000e-01	1.88461980e-04
8.90000000e-01	1.84305822e-04
9.00000000e-01	1.79085433e-04
9.10000000e-01	1.74613493e-04
9.20000000e-01	1.75704249e-04
9.30000000e-01	1.88298419e-04
9.40000000e-01	2.15912067e-04
9.50000000e-01	2.58192294e-04
9.60000000e-01	3.12363234e-04
9.70000000e-01	3.80009422e-04
9.80000000e-01	4.69911178e-04
9.90000000e-01	5.91569056e-04
1.00000000e+00	7.48593321e-04
1.01000000e+00	9.26776305e-04
1.02000000e+00	1.08253022e-03
1.03000000e+00	1.16513412e-03
1.04000000e+00	1.14641871e-03
1.05000000e+00	1.03162077e-03
1.06000000e+00	8.50932621e-04
1.07000000e+00	6.41118647e-04
1.08000000e+00	4.29303031e-04
1.09000000e+00	2.25196851e-04
1.10000000e+00	2.12354854e-05
1.11000000e+00	-2.00981446e-04
1.12000000e+00	-4.51078318e-04
1.13000000e+00	-6.97606073e-04
1.14000000e+00	-8.78466410e-04
1.15000000e+00	-9.41293382e-04
1.16000000e+00	-8.62306123e-04
1.17000000e+00	-6.48583442e-04
1.18000000e+00	-3.31475789e-04
1.19000000e+00	4.80862324e-05
1.20000000e+00	4.54383955e-04
1.21000000e+00	8.65182937e-04
1.22000000e+00	1.26446632e-03
1.23000000e+00	1.61298619e-03
1.24000000e+00	1.85922507e-03
1.25000000e+00	1.97350092e-03
1.26000000e+00	1.96411650e-03
1.27000000e+00	1.86445436e-03
1.28000000e+00	1.69740005e-03
1.29000000e+00	1.46320008e-03
1.30000000e+00	1.15351607e-03
1.31000000e+00	7.65514710e-04
1.32000000e+00	3.07425821e-04
1.33000000e+00	-2.04616831e-04
1.34000000e+00	-7.53232198e-04
1.35000000e+00	-1.32307302e-03
1.36000000e+00	-1.89952971e-03
1.37000000e+00	-2.47308821e-03
1.38000000e+00	-3.04346453e-03
1.39000000e+00	-3.60680721e-03
1.40000000e+00	-4.08871389e-03
1.41000000e+00	-4.33423291e-03
1.42000000e+00	-4.17662769e-03
1.43000000e+00	-3.52666002e-03
1.44000000e+00	-2.41978204e-03
1.45000000e+00	-1.02416535e-03
1.46000000e+00	3.93614957e-04
1.47000000e+00	1.59360341e-03
1.48000000e+00	2.43415393e-03
1.49000000e+00	2.87405286e-03
1.50000000e+00	2.96963673e-03
1.51000000e+00	2.84053908e-03
1.52000000e+00	2.60164409e-03
1.53000000e+00	2.28497051e-03
1.54000000e+00	1.84669688e-03
1.55000000e+00	1.23160491e-03
1.56000000e+00	4.35676602e-04
1.57000000e+00	-4.79943004e-04
1.58000000e+00	-1.40991734e-03
1.59000000e+00	-2.15189395e-03
1.60000000e+00	-2.44247356e-03
1.61000000e+00	-2.11447343e-03
1.62000000e+00	-1.18332370e-03
1.63000000e+00	1.75292579e-04
1.64000000e+00	1.69897381e-03
1.65000000e+00	3.13744277e-03
1.66000000e+00	4.25660523e-03
1.67000000e+00	4.84783029e-03
1.68000000e+00	4.82549121e-03
1.69000000e+00	4.25434536e-03
1.70000000e+00	3.28273538e-03
1.71000000e+00	2.07075883e-03
1.72000000e+00	7.41500641e-04
1.73000000e+00	-6.40256315e-04
1.74000000e+00	-2.05919234e-03
1.75000000e+00	-3.46331799e-03
1.76000000e+00	-4.65650321e-03
1.77000000e+00	-5.40283741e-03
1.78000000e+00	-5.58335722e-03
1.79000000e+00	-5.25233987e-03
1.80000000e+00	-4.58882703e-03
1.81000000e+00	-3.79909691e-03
1.82000000e+00	-3.02431326e-03
1.83000000e+00	-2.29861973e-03
1.84000000e+00	-1.57694916e-03
1.85000000e+00	-7.90892482e-04
1.86000000e+00	1.05505652e-04
1.87000000e+00	1.11736000e-03
1.88000000e+00	2.21661852e-03
1.89000000e+00	3.36358650e-03
1.90000000e+00	4.52759865e-03
1.91000000e+00	5.70093242e-03
1.92000000e+00	6.91398033e-03
1.93000000e+00	8.22386155e-03
1.94000000e+00	9.67536391e-03
1.95000000e+00	1.12088900e-02
1.96000000e+00	1.25032876e-02
1.97000000e+00	1.31237917e-02
1.98000000e+00	1.28083657e-02
1.99000000e+00	1.15941930e-02
2.00000000e+00	9.71917412e-03
2.01000000e+00	7.41329206e-03
2.02000000e+00	4.81341856e-03
2.03000000e+00	1.97650595e-03
2.04000000e+00	-1.08095647e-03
2.05000000e+00	-4.33634375e-03
2.06000000e+00	-7.68896270e-03
2.07000000e+00	-1.09789285e-02
2.08000000e+00	-1.40171300e-02
2.09000000e+00	-1.63052059e-02
2.10000000e+00	-1.70853819e-02
2.11000000e+00	-1.58529690e-02
2.12000000e+00	-1.26619098e-02
2.13000000e+00	-8.06571738e-03
2.14000000e+00	-2.91373325e-03
2.15000000e+00	1.95379569e-03
2.16000000e+00	5.97094541e-03
2.17000000e+00	8.65878333e-03
2.18000000e+00	9.61535686e-03
2.19000000e+00	8.76909807e-03
2.20000000e+00	6.44653552e-03
2.21000000e+00	3.21168955e-03
2.22000000e+00	-3.77346878e-04
2.23000000e+00	-3.93413059e-03
2.24000000e+00	-7.20811799e-03
2.25000000e+00	-1.00423799e-02
2.26000000e+00	-1.24126491e-02
2.27000000e+00	-1.43903885e-02
2.28000000e+00	-1.57831670e-02
2.29000000e+00	-1.59704524e-02
2.30000000e+00	-1.43706767e-02
2.31000000e+00	-1.08550058e-02
2.32000000e+00	-5.79936292e-03
2.33000000e+00	1.43195461e-04
2.34000000e+00	6.34903577e-03
2.35000000e+00	1.24102120e-02
2.36000000e+00	1.79939611e-02
2.37000000e+00	2.27478375e-02
2.38000000e+00	2.64830656e-02
2.39000000e+00	2.92466237e-02
2.40000000e+00	3.09774832e-02
2.41000000e+00	3.13380692e-02
2.42000000e+00	3.00511888e-02
2.43000000e+00	2.71853693e-02
2.44000000e+00	2.32967586e-02
2.45000000e+00	1.93212961e-02
2.46000000e+00	1.61021267e-02
2.47000000e+00	1.40153210e-02
2.48000000e+00	1.29189972e-02
2.49000000e+00	1.23567287e-02
2.50000000e+00	1.17925668e-02
2.51000000e+00	1.04960227e-02
2.52000000e+00	7.59191193e-03
2.53000000e+00	2.55013851e-03
2.54000000e+00	-4.54048676e-03
2.55000000e+00	-1.30682369e-02
2.56000000e+00	-2.18499156e-02
2.57000000e+00	-2.91100660e-02
2.58000000e+00	-3.33784495e-02
2.59000000e+00	-3.42545787e-02
2.60000000e+00	-3.24385640e-02
2.61000000e+00	-2.92102465e-02
2.62000000e+00	-2.57812118e-02
2.63000000e+00	-2.28608779e-02
2.64000000e+00	-2.05671219e-02
2.65000000e+00	-1.86126561e-02
2.66000000e+00	-1.65975458e-02
2.67000000e+00	-1.42447107e-02
2.68000000e+00	-1.14953248e-02
2.69000000e+00	-8.46872819e-03
2.70000000e+00	-5.35155959e-03
2.71000000e+00	-2.29066190e-03
2.72000000e+00	6.61593218e-04
2.73000000e+00	3.53816747e-03
2.74000000e+00	6.25474165e-03
2.75000000e+00	8.19564736e-03
2.76000000e+00	8.50005240e-03
2.77000000e+00	6.67670877e-03
2.78000000e+00	2.87393476e-03
2.79000000e+00	-2.26478726e-03
2.80000000e+00	-7.95403790e-03
2.81000000e+00	-1.35930315e-02
2.82000000e+00	-1.89222051e-02
2.83000000e+00	-2.39628256e-02
2.84000000e+00	-2.85362403e-02
2.85000000e+00	-3.19184748e-02
2.86000000e+00	-3.33469838e-02
2.87000000e+00	-3.25657017e-02
2.88000000e+00	-2.99448126e-02
2.89000000e+00	-2.62395131e-02
2.90000000e+00	-2.22211683e-02
2.91000000e+00	-1.83961826e-02
2.92000000e+00	-1.48619716e-02
2.93000000e+00	-1.12265022e-02
2.94000000e+00	-6.87606491e-03
2.95000000e+00	-1.39566356e-03
2.96000000e+00	5.22430940e-03
2.97000000e+00	1.24609865e-02
2.98000000e+00	1.89033838e-02
2.99000000e+00	2.28269939e-02
3.00000000e+00	2.32564539e-02
3.01000000e+00	2.04073937e-02
3.02000000e+00	1.53953801e-02
3.03000000e+00	9.58583136e-03
3.04000000e+00	4.04818242e-03
3.05000000e+00	-3.54302464e-04
3.06000000e+00	-2.79993356e-03
3.07000000e+00	-2.87802053e-03
3.08000000e+00	-8.08273906e-04
3.09000000e+00	2.71292802e-03
3.10000000e+00	6.86556133e-03
3.11000000e+00	1.10255788e-02
3.12000000e+00	1.49126430e-02
3.13000000e+00	1.85530989e-02
3.14000000e+00	2.21332385e-02
3.15000000e+00	2.57773594e-02
3.16000000e+00	2.88750337e-02
3.17000000e+00	2.99123908e-02
3.18000000e+00	2.75326735e-02
3.19000000e+00	2.14060209e-02
3.20000000e+00	1.23068728e-02
3.21000000e+00	1.62076686e-03
3.22000000e+00	-8.90422736e-03
3.23000000e+00	-1.71025536e-02
3.24000000e+00	-2.13095241e-02
3.25000000e+00	-2.12002798e-02
3.26000000e+00	-1.77617501e-02
3.27000000e+00	-1.26243515e-02
3.28000000e+00	-7.27581480e-03
3.29000000e+00	-2.62764621e-03
3.30000000e+00	9.10316639e-04
3.31000000e+00	3.32011466e-03
3.32000000e+00	4.87858086e-03
3.33000000e+00	5.98412409e-03
3.34000000e+00	6.98037895e-03
3.35000000e+00	8.05587273e-03
3.36000000e+00	9.20258201e-03
3.37000000e+00	9.60603055e-03
3.38000000e+00	7.14521650e-03
3.39000000e+00	9.79653091e-05
3.40000000e+00	-1.08910363e-02
3.41000000e+00	-2.32722571e-02
3.42000000e+00	-3.43320480e-02
3.43000000e+00	-4.21144247e-02
3.44000000e+00	-4.52501728e-02
3.45000000e+00	-4.31370097e-02
3.46000000e+00	-3.60130141e-02
3.47000000e+00	-2.49053450e-02
3.48000000e+00	-1.12890212e-02
3.49000000e+00	3.39562119e-03
3.50000000e+00	1.79443395e-02
3.51000000e+00	3.11407264e-02
3.52000000e+00	4.14767021e-02
3.53000000e+00	4.77924397e-02
3.54000000e+00	4.94870344e-02
3.55000000e+00	4.63620935e-02
3.56000000e+00	3.89213315e-02
3.57000000e+00	2.87938620e-02
3.58000000e+00	1.85763257e-02
3.59000000e+00	1.05739137e-02
3.60000000e+00	5.78748430e-03
3.61000000e+00	3.79753628e-03
3.62000000e+00	3.33944964e-03
3.63000000e+00	3.08071539e-03
3.64000000e+00	2.18167252e-03
3.65000000e+00	4.60570717e-04
3.66000000e+00	-1.77960746e-03
3.67000000e+00	-4.04709982e-03
3.68000000e+00	-5.83031408e-03
3.69000000e+00	-6.77266100e-03
3.70000000e+00	-6.82415534e-03
3.71000000e+00	-6.21594890e-03
3.72000000e+00	-5.30371236e-03
3.73000000e+00	-4.39533475e-03
3.74000000e+00	-3.64968104e-03
3.75000000e+00	-3.09826759e-03
3.76000000e+00	-2.89326037e-03
3.77000000e+00	-3.38939553e-03
3.78000000e+00	-4.87735485e-03
3.79000000e+00	-7.37939210e-03
3.80000000e+00	-1.06443156e-02
3.81000000e+00	-1.39713233e-02
3.82000000e+00	-1.54432114e-02
3.83000000e+00	-1.26572139e-02
3.84000000e+00	-4.45012000e-03
3.85000000e+00	7.88031414e-03
3.86000000e+00	2.12659014e-02
3.87000000e+00	3.27713866e-02
3.88000000e+00	4.07663375e-02
